"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","segment","Postal Code","city","state","country","Product ID","Product Name","Sub-Category","category","sales","quantity","discount","profit","Shipping Cost","Order Priority"
24628,IN-2016-BP112307-42385,"2016-01-16","2016-01-18",Second Class,BP-112307,Benjamin Patterson,Consumer,"",Geelong,Victoria,Australia,TEC-AC-5872,"SanDisk Memory Card, Bluetooth",Accessories,Technology,404.676,4,0.1,-31.524,147.18,Critical
50800,MO-2016-BN147086-42385,"2016-01-16","2016-01-22",Standard Class,BN-147086,Brad Norvell,Corporate,"",Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,TEC-CO-4784,"HP Personal Copier, Color",Copiers,Technology,251.46,2,0.0,55.32,12.48,Medium
50803,MO-2016-BN147086-42385,"2016-01-16","2016-01-22",Standard Class,BN-147086,Brad Norvell,Corporate,"",Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,OFF-ST-4097,"Eldon Shelving, Wire Frame",Storage,Office Supplies,94.98,2,0.0,7.56,7.13,Medium
13195,ES-2016-SC200208-42385,"2016-01-16","2016-01-20",Standard Class,SC-200208,Sam Craven,Consumer,"",Vienna,Vienna,Austria,OFF-AR-5921,"Sanford Pencil Sharpener, Easy-Erase",Art,Office Supplies,135.45,5,0.0,67.65,8.91,Medium
50802,MO-2016-BN147086-42385,"2016-01-16","2016-01-22",Standard Class,BN-147086,Brad Norvell,Corporate,"",Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,OFF-SU-4317,"Fiskars Scissors, Serrated",Supplies,Office Supplies,79.44,4,0.0,35.64,5.71,Medium
50804,MO-2016-BN147086-42385,"2016-01-16","2016-01-22",Standard Class,BN-147086,Brad Norvell,Corporate,"",Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,TEC-PH-3132,"Apple Headset, Cordless",Phones,Technology,76.11,1,0.0,15.96,5.02,Medium
50799,MO-2016-BN147086-42385,"2016-01-16","2016-01-22",Standard Class,BN-147086,Brad Norvell,Corporate,"",Rabat,Rabat-Salé-Zemmour-Zaer,Morocco,OFF-SU-4322,"Fiskars Shears, Steel",Supplies,Office Supplies,47.04,1,0.0,13.62,3.63,Medium
24627,IN-2016-BP112307-42385,"2016-01-16","2016-01-18",Second Class,BP-112307,Benjamin Patterson,Consumer,"",Geelong,Victoria,Australia,OFF-AR-3469,"BIC Sketch Pad, Easy-Erase",Art,Office Supplies,44.037,1,0.1,2.907,12.64,Critical
23748,IN-2016-RF197357-42387,"2016-01-18","2016-01-21",First Class,RF-197357,Roland Fjeld,Consumer,"",Newcastle,New South Wales,Australia,OFF-PA-4175,"Enermax Note Cards, 8.5 x 11",Paper,Office Supplies,153.414,6,0.1,15.174,24.69,High
45840,IR-2016-KD649560-42387,"2016-01-18","2016-01-24",Standard Class,KD-649560,Keith Dawkins,Corporate,"",Gorgan,Golestan,Iran,OFF-ST-6248,"Tenex File Cart, Single Width",Storage,Office Supplies,269.22,2,0.0,126.48,11.35,Medium
13516,ES-2016-AT104358-42387,"2016-01-18","2016-01-22",Standard Class,AT-104358,Alyssa Tate,Home Office,"",Salzburg,Salzburg,Austria,TEC-PH-5249,"Motorola Audio Dock, with Caller ID",Phones,Technology,520.11,3,0.0,202.77,72.25,Medium
22228,IN-2016-AJ107957-42387,"2016-01-18","2016-01-24",Standard Class,AJ-107957,Anthony Johnson,Corporate,"",Adelaide,South Australia,Australia,OFF-ST-4284,"Fellowes Shelving, Single Width",Storage,Office Supplies,104.166,2,0.1,3.426,7.57,Medium
22227,IN-2016-AJ107957-42387,"2016-01-18","2016-01-24",Standard Class,AJ-107957,Anthony Johnson,Corporate,"",Adelaide,South Australia,Australia,TEC-MA-6151,"StarTech Receipt Printer, Durable",Machines,Technology,199.26,2,0.1,35.4,17.04,Medium
42907,EG-2016-JP613538-42387,"2016-01-18","2016-01-20",Second Class,JP-613538,Julie Prescott,Home Office,"",Alexandria,Al Iskandariyah,Egypt,OFF-ST-4251,"Fellowes Box, Industrial",Storage,Office Supplies,20.16,1,0.0,0.99,1.86,Medium
23747,IN-2016-RF197357-42387,"2016-01-18","2016-01-21",First Class,RF-197357,Roland Fjeld,Consumer,"",Newcastle,New South Wales,Australia,OFF-BI-3737,"Cardinal Index Tab, Clear",Binders,Office Supplies,32.67,5,0.1,2.82,1.86,High
25821,IN-2016-TG216407-42387,"2016-01-18","2016-01-20",Second Class,TG-216407,Trudy Glocke,Consumer,"",Melbourne,Victoria,Australia,FUR-CH-5368,"Novimex Bag Chairs, Red",Chairs,Furniture,165.456,4,0.1,-3.744,24.65,High
27278,IN-2016-CS118451-42387,"2016-01-18","2016-01-20",First Class,CS-118451,Cari Sayre,Corporate,"",Kabul,Kabul,Afghanistan,OFF-ST-6068,"Smead Trays, Wire Frame",Storage,Office Supplies,332.85,7,0.0,59.85,53.01,High
11597,ES-2016-TS213708-42387,"2016-01-18","2016-01-21",First Class,TS-213708,Todd Sumrall,Corporate,"",Vienna,Vienna,Austria,FUR-FU-5737,"Rubbermaid Photo Frame, Durable",Furnishings,Furniture,146.34,3,0.0,7.29,34.2,Medium
43274,IR-2016-MC813060-42387,"2016-01-18","2016-01-23",Standard Class,MC-813060,Mike Caudle,Corporate,"",Ardabil,Ardabil,Iran,TEC-AC-5115,"Logitech Keyboard, Bluetooth",Accessories,Technology,72.45,1,0.0,7.23,6.6,Medium
27279,IN-2016-CS118451-42387,"2016-01-18","2016-01-20",First Class,CS-118451,Cari Sayre,Corporate,"",Kabul,Kabul,Afghanistan,FUR-TA-3758,"Chromcraft Coffee Table, with Bottom Storage",Tables,Furniture,267.09,1,0.0,34.71,50.01,High
25820,IN-2016-TG216407-42387,"2016-01-18","2016-01-20",Second Class,TG-216407,Trudy Glocke,Consumer,"",Melbourne,Victoria,Australia,FUR-BO-5940,"Sauder 3-Shelf Cabinet, Metal",Bookcases,Furniture,448.578,3,0.1,174.438,47.4,High
49131,MO-2016-CK276086-42388,"2016-01-19","2016-01-21",Second Class,CK-276086,Cyma Kinney,Corporate,"",Casablanca,Grand Casablanca,Morocco,TEC-MA-5021,"Konica Receipt Printer, Wireless",Machines,Technology,122.25,1,0.0,24.45,26.82,High
49132,MO-2016-CK276086-42388,"2016-01-19","2016-01-21",Second Class,CK-276086,Cyma Kinney,Corporate,"",Casablanca,Grand Casablanca,Morocco,OFF-AR-6119,"Stanley Pencil Sharpener, Fluorescent",Art,Office Supplies,24.78,1,0.0,7.92,2.85,High
45088,MO-2016-LC696086-42390,"2016-01-21","2016-01-26",Standard Class,LC-696086,Lindsay Castell,Home Office,"",Fes,Fès-Boulemane,Morocco,TEC-AC-3405,"Belkin Router, USB",Accessories,Technology,517.92,2,0.0,243.42,25.85,Medium
45086,MO-2016-LC696086-42390,"2016-01-21","2016-01-26",Standard Class,LC-696086,Lindsay Castell,Home Office,"",Fes,Fès-Boulemane,Morocco,OFF-ST-5687,"Rogers Box, Industrial",Storage,Office Supplies,24.45,1,0.0,0.0,1.18,Medium
