"Order ID","Order Date","Customer Name","Product Name","quantity","Sub-Category","category","city","country"
MX-2016-LC171405-42457,"2016-03-28",Logan Currie,"Memorex Mouse, USB",6,Accessories,Technology,Buenos Aires,Argentina
MX-2016-LC171405-42457,"2016-03-28",Logan Currie,"Harbour Creations Swivel Stool, Adjustable",4,Chairs,Furniture,Buenos Aires,Argentina
MX-2016-LC171405-42457,"2016-03-28",Logan Currie,"Dania Corner Shelving, Traditional",2,Bookcases,Furniture,Buenos Aires,Argentina
MX-2016-LC171405-42457,"2016-03-28",Logan Currie,"Eaton Memo Slips, Multicolor",8,Paper,Office Supplies,Buenos Aires,Argentina
MX-2016-LC171405-42457,"2016-03-28",Logan Currie,"Kraft Clasp Envelope, Set of 50",3,Envelopes,Office Supplies,Buenos Aires,Argentina
MX-2016-LC171405-42457,"2016-03-28",Logan Currie,"Cardinal Index Tab, Durable",2,Binders,Office Supplies,Buenos Aires,Argentina
EG-2016-JK612038-42458,"2016-03-29",Julie Kriz,"Ikea Corner Shelving, Metal",1,Bookcases,Furniture,Cairo,Egypt
EG-2016-JK612038-42458,"2016-03-29",Julie Kriz,"Stiletto Ruler, Easy Grip",12,Supplies,Office Supplies,Cairo,Egypt
EG-2016-JK612038-42458,"2016-03-29",Julie Kriz,"Green Bar Cards & Envelopes, Premium",4,Paper,Office Supplies,Cairo,Egypt
EG-2016-JK612038-42458,"2016-03-29",Julie Kriz,"Rubbermaid Door Stop, Duo Pack",1,Furnishings,Furniture,Cairo,Egypt
MO-2016-GK462086-42472,"2016-04-12",Grace Kelly,"Smead File Cart, Single Width",2,Storage,Office Supplies,Khouribga,Morocco
MO-2016-GK462086-42472,"2016-04-12",Grace Kelly,"Konica Card Printer, Durable",1,Machines,Technology,Khouribga,Morocco
MO-2016-GK462086-42472,"2016-04-12",Grace Kelly,"Hon Color Coded Labels, Adjustable",4,Labels,Office Supplies,Khouribga,Morocco
IN-2016-SC208457-42499,"2016-05-09",Sung Chung,"Sanford Canvas, Blue",2,Art,Office Supplies,Brisbane,Australia
ID-2016-ML177557-42506,"2016-05-16",Max Ludwig,"Safco Classic Bookcase, Traditional",2,Bookcases,Furniture,Maryborough,Australia
ID-2016-ML177557-42506,"2016-05-16",Max Ludwig,"Canon Ink, High-Speed",3,Copiers,Technology,Maryborough,Australia
ID-2016-ML177557-42506,"2016-05-16",Max Ludwig,"Enermax Flash Drive, Erganomic",6,Accessories,Technology,Maryborough,Australia
ID-2016-ML177557-42506,"2016-05-16",Max Ludwig,"Bush Stackable Bookrack, Pine",2,Bookcases,Furniture,Maryborough,Australia
ID-2016-EH137657-42506,"2016-05-16",Edward Hooks,"Cameo Manila Envelope, Set of 50",3,Envelopes,Office Supplies,Canberra,Australia
ID-2016-ML177557-42506,"2016-05-16",Max Ludwig,"Avery 3-Hole Punch, Economy",2,Binders,Office Supplies,Maryborough,Australia
ID-2016-SW207557-42513,"2016-05-23",Steven Ward,"Enermax Parchment Paper, Premium",5,Paper,Office Supplies,Perth,Australia
ID-2016-BK112607-42518,"2016-05-28",Berenike Kampe,"Stanley Canvas, Water Color",2,Art,Office Supplies,Hobart,Australia
ID-2016-BK112607-42518,"2016-05-28",Berenike Kampe,"Logitech Memory Card, Programmable",6,Accessories,Technology,Hobart,Australia
LE-2016-PT909071-42519,"2016-05-29",Pete Takahito,"SanDisk Router, USB",1,Accessories,Technology,Tripoli,Lebanon
ID-2016-BD116207-42522,"2016-06-01",Brian DeCherney,"Cameo Clasp Envelope, Recycled",5,Envelopes,Office Supplies,Canberra,Australia
ID-2016-BD116207-42522,"2016-06-01",Brian DeCherney,"Apple Office Telephone, Full Size",2,Phones,Technology,Canberra,Australia
IR-2016-HW493560-42524,"2016-06-03",Helen Wasserman,"Stanley Markers, Easy-Erase",4,Art,Office Supplies,Tehran,Iran
IR-2016-HW493560-42524,"2016-06-03",Helen Wasserman,"Deflect-O Clock, Duo Pack",1,Furnishings,Furniture,Tehran,Iran
IN-2016-SF202007-42527,"2016-06-06",Sarah Foster,"Acco Index Tab, Clear",4,Binders,Office Supplies,Newcastle,Australia
IN-2016-SF202007-42527,"2016-06-06",Sarah Foster,"SAFCO Chairmat, Black",7,Chairs,Furniture,Newcastle,Australia
IN-2016-SF202007-42527,"2016-06-06",Sarah Foster,"Eaton Message Books, 8.5 x 11",3,Paper,Office Supplies,Newcastle,Australia
IN-2016-SF202007-42527,"2016-06-06",Sarah Foster,"Stanley Pencil Sharpener, Easy-Erase",1,Art,Office Supplies,Newcastle,Australia
IN-2016-SF202007-42527,"2016-06-06",Sarah Foster,"Stanley Pencil Sharpener, Easy-Erase",1,Art,Office Supplies,Newcastle,Australia
IN-2016-RO197807-42531,"2016-06-10",Rose O'Brian,"Apple Office Telephone, with Caller ID",1,Phones,Technology,Melbourne,Australia
IN-2016-RO197807-42531,"2016-06-10",Rose O'Brian,"Kleencut Trimmer, Steel",3,Supplies,Office Supplies,Melbourne,Australia
IN-2016-RO197807-42531,"2016-06-10",Rose O'Brian,"Eldon Shelving, Industrial",7,Storage,Office Supplies,Melbourne,Australia
IN-2016-RO197807-42531,"2016-06-10",Rose O'Brian,"Avery Legal Exhibit Labels, Adjustable",2,Labels,Office Supplies,Melbourne,Australia
IN-2016-RO197807-42531,"2016-06-10",Rose O'Brian,"Eaton Cards & Envelopes, Multicolor",3,Paper,Office Supplies,Melbourne,Australia
IN-2016-RO197807-42531,"2016-06-10",Rose O'Brian,"Ames Interoffice Envelope, Security-Tint",3,Envelopes,Office Supplies,Melbourne,Australia
IR-2016-BS166560-42538,"2016-06-17",Brian Stugart,"Rogers Lockers, Blue",14,Storage,Office Supplies,Khorramabad,Iran
IR-2016-BS166560-42538,"2016-06-17",Brian Stugart,"Novimex Color Coded Labels, Laser Printer Compatible",1,Labels,Office Supplies,Khorramabad,Iran
IN-2016-DL133307-42545,"2016-06-24",Denise Leinenbach,"Ames Clasp Envelope, Set of 50",1,Envelopes,Office Supplies,Wagga Wagga,Australia
MZ-2016-DS303087-42545,"2016-06-24",Darrin Sayre,"Elite Trimmer, Serrated",2,Supplies,Office Supplies,Maputo,Mozambique
IN-2016-DL133307-42545,"2016-06-24",Denise Leinenbach,"Novimex Color Coded Labels, Adjustable",3,Labels,Office Supplies,Wagga Wagga,Australia
IN-2016-DL133307-42545,"2016-06-24",Denise Leinenbach,"Novimex Legal Exhibit Labels, 5000 Label Set",1,Labels,Office Supplies,Wagga Wagga,Australia
IN-2016-DL133307-42545,"2016-06-24",Denise Leinenbach,"Cardinal Index Tab, Clear",4,Binders,Office Supplies,Wagga Wagga,Australia
IN-2016-DL133307-42545,"2016-06-24",Denise Leinenbach,"Avery Binding Machine, Economy",5,Binders,Office Supplies,Wagga Wagga,Australia
IN-2016-DL133307-42545,"2016-06-24",Denise Leinenbach,"Hon Executive Leather Armchair, Adjustable",5,Chairs,Furniture,Wagga Wagga,Australia
IN-2016-LP170807-42548,"2016-06-27",Liz Pelletier,"Harbour Creations File Folder Labels, 5000 Label Set",12,Labels,Office Supplies,Bunbury,Australia
IN-2016-LP170807-42548,"2016-06-27",Liz Pelletier,"Avery Shipping Labels, 5000 Label Set",8,Labels,Office Supplies,Bunbury,Australia
SY-2016-AW840126-42548,"2016-06-27",Anthony Witt,"OIC Staples, Bulk Pack",1,Fasteners,Office Supplies,Homs,Syria
SY-2016-AW840126-42548,"2016-06-27",Anthony Witt,"Stanley Markers, Easy-Erase",4,Art,Office Supplies,Homs,Syria
MO-2016-KH669086-42561,"2016-07-10",Kristen Hastings,"Eaton Cards & Envelopes, Recycled",6,Paper,Office Supplies,Marrakech,Morocco
EG-2016-EM396038-42577,"2016-07-26",Eric Murdock,"Elite Trimmer, Steel",1,Supplies,Office Supplies,Al Mahallah al Kubra,Egypt
IR-2016-RP939060-42584,"2016-08-02",Resi Pölking,"SAFCO Swivel Stool, Adjustable",2,Chairs,Furniture,Rasht,Iran
IR-2016-RP939060-42584,"2016-08-02",Resi Pölking,"Tenex Frame, Black",1,Furnishings,Furniture,Rasht,Iran
IR-2016-RP939060-42584,"2016-08-02",Resi Pölking,"Kleencut Ruler, High Speed",4,Supplies,Office Supplies,Rasht,Iran
US-2016-JK152055-42585,"2016-08-03",Jamie Kunitz,"SanDisk Mouse, Programmable",4,Accessories,Technology,Buenos Aires,Argentina
CA-2016-JF529523-42588,"2016-08-06",Jason Fortune-,"Breville Blender, Silver",1,Appliances,Office Supplies,Winnipeg,Canada
NI-2016-CR273095-42589,"2016-08-07",Craig Reiter,"OIC Staples, Metal",1,Fasteners,Office Supplies,Lagos,Nigeria
NI-2016-CR273095-42589,"2016-08-07",Craig Reiter,"Nokia Office Telephone, VoIP",1,Phones,Technology,Lagos,Nigeria
NI-2016-CR273095-42589,"2016-08-07",Craig Reiter,"Nokia Headset, with Caller ID",1,Phones,Technology,Lagos,Nigeria
IZ-2016-CB202561-42594,"2016-08-12",Cassandra Brandow,"Harbour Creations Round Labels, Laser Printer Compatible",1,Labels,Office Supplies,Baghdad,Iraq
IN-2016-HG149657-42595,"2016-08-13",Henry Goldwyn,"Ibico Binding Machine, Clear",5,Binders,Office Supplies,Adelaide,Australia
IN-2016-HG149657-42595,"2016-08-13",Henry Goldwyn,"Hon Rocking Chair, Adjustable",5,Chairs,Furniture,Adelaide,Australia
US-2016-AJ109455-42595,"2016-08-13",Ashley Jarboe,"Advantus Paper Clips, Bulk Pack",1,Fasteners,Office Supplies,Buenos Aires,Argentina
US-2016-AJ109455-42595,"2016-08-13",Ashley Jarboe,"Lesro Conference Table, Adjustable Height",3,Tables,Furniture,Buenos Aires,Argentina
IN-2016-HG149657-42595,"2016-08-13",Henry Goldwyn,"Rubbermaid Stacking Tray, Erganomic",8,Furnishings,Furniture,Adelaide,Australia
UP-2016-AB15137-42597,"2016-08-15",Aaron Bergman,"Hewlett Copy Machine, High-Speed",8,Copiers,Technology,Berdyans'k,Ukraine
UP-2016-AB15137-42597,"2016-08-15",Aaron Bergman,"Tenex Frame, Duo Pack",2,Furnishings,Furniture,Berdyans'k,Ukraine
UP-2016-AB15137-42597,"2016-08-15",Aaron Bergman,"Ibico Binder Covers, Clear",1,Binders,Office Supplies,Berdyans'k,Ukraine
MO-2016-JG511586-42602,"2016-08-20",Jack Garza,"Acco 3-Hole Punch, Recycled",6,Binders,Office Supplies,Tangier,Morocco
CA-2016-DB291023-42602,"2016-08-20",Daniel Byrd,"Eaton Message Books, Multicolor",6,Paper,Office Supplies,Kingston,Canada
CA-2016-DB291023-42602,"2016-08-20",Daniel Byrd,"Brother Ink, Digital",4,Copiers,Technology,Kingston,Canada
MO-2016-JG511586-42602,"2016-08-20",Jack Garza,"Okidata Receipt Printer, Durable",1,Machines,Technology,Tangier,Morocco
LY-2016-JE616574-42605,"2016-08-23",Justin Ellison,"Hon Rocking Chair, Adjustable",1,Chairs,Furniture,Misratah,Libya
LY-2016-JE616574-42605,"2016-08-23",Justin Ellison,"Logitech Flash Drive, Programmable",6,Accessories,Technology,Misratah,Libya
LY-2016-JE616574-42605,"2016-08-23",Justin Ellison,"Ikea Classic Bookcase, Traditional",6,Bookcases,Furniture,Misratah,Libya
LY-2016-JE616574-42605,"2016-08-23",Justin Ellison,"Stockwell Paper Clips, Bulk Pack",2,Fasteners,Office Supplies,Misratah,Libya
CA-2016-DW348023-42606,"2016-08-24",Dianna Wilson,"Brother Ink, Color",1,Copiers,Technology,Guelph,Canada
CA-2016-DW348023-42606,"2016-08-24",Dianna Wilson,"Hewlett Wireless Fax, High-Speed",6,Copiers,Technology,Guelph,Canada
IS-2016-KH663063-42609,"2016-08-27",Ken Heidel,"Enermax Memory Card, Bluetooth",1,Accessories,Technology,Jerusalem,Israel
IS-2016-KH663063-42609,"2016-08-27",Ken Heidel,"Cardinal Binder Covers, Durable",8,Binders,Office Supplies,Jerusalem,Israel
IS-2016-KH663063-42609,"2016-08-27",Ken Heidel,"Fellowes Trays, Single Width",2,Storage,Office Supplies,Jerusalem,Israel
MA-2016-JM526577-42616,"2016-09-03",Janet Molinari,"Boston Markers, Water Color",1,Art,Office Supplies,Antsiranana,Madagascar
MA-2016-JM526577-42616,"2016-09-03",Janet Molinari,"Harbour Creations Round Labels, Adjustable",1,Labels,Office Supplies,Antsiranana,Madagascar
MA-2016-JM526577-42616,"2016-09-03",Janet Molinari,"Stanley Sketch Pad, Fluorescent",4,Art,Office Supplies,Antsiranana,Madagascar
IR-2016-RA928560-42616,"2016-09-03",Ralph Arnett,"Acme Ruler, Steel",1,Supplies,Office Supplies,Neyshabur,Iran
MA-2016-JM526577-42616,"2016-09-03",Janet Molinari,"Eaton Cards & Envelopes, Multicolor",2,Paper,Office Supplies,Antsiranana,Madagascar
MA-2016-JM526577-42616,"2016-09-03",Janet Molinari,"Cameo Peel and Seal, Set of 50",8,Envelopes,Office Supplies,Antsiranana,Madagascar
IN-2016-PJ190157-42618,"2016-09-05",Pauline Johnson,"Logitech Router, Programmable",2,Accessories,Technology,Palmerston,Australia
IN-2016-PJ190157-42618,"2016-09-05",Pauline Johnson,"Canon Fax Machine, Color",2,Copiers,Technology,Palmerston,Australia
ID-2016-TS216107-42619,"2016-09-06",Troy Staebel,"Stiletto Scissors, High Speed",8,Supplies,Office Supplies,Mackay,Australia
ID-2016-TS216107-42619,"2016-09-06",Troy Staebel,"BIC Pens, Water Color",5,Art,Office Supplies,Mackay,Australia
ID-2016-TS216107-42619,"2016-09-06",Troy Staebel,"Dania Corner Shelving, Traditional",6,Bookcases,Furniture,Mackay,Australia
ID-2016-TS216107-42619,"2016-09-06",Troy Staebel,"Ibico Binder, Durable",2,Binders,Office Supplies,Mackay,Australia
ID-2016-TS216107-42619,"2016-09-06",Troy Staebel,"Brother Personal Copier, High-Speed",4,Copiers,Technology,Mackay,Australia
IN-2016-GM146807-42622,"2016-09-09",Greg Matthias,"Tenex Shelving, Single Width",5,Storage,Office Supplies,Perth,Australia
IN-2016-GM146807-42622,"2016-09-09",Greg Matthias,"Stanley Sketch Pad, Easy-Erase",8,Art,Office Supplies,Perth,Australia
NI-2016-GW460595-42626,"2016-09-13",Giulietta Weimer,"Eldon Door Stop, Durable",1,Furnishings,Furniture,Zaria,Nigeria
NI-2016-GW460595-42626,"2016-09-13",Giulietta Weimer,"Fellowes Lockers, Blue",1,Storage,Office Supplies,Zaria,Nigeria
ID-2016-MG178757-42626,"2016-09-13",Michael Grace,"GlobeWeis Business Envelopes, Recycled",2,Envelopes,Office Supplies,Mandurah,Australia
ID-2016-MG178757-42626,"2016-09-13",Michael Grace,"Acme Shears, Steel",2,Supplies,Office Supplies,Mandurah,Australia
NI-2016-GW460595-42626,"2016-09-13",Giulietta Weimer,"Ibico Index Tab, Clear",1,Binders,Office Supplies,Zaria,Nigeria
MO-2016-FM421586-42632,"2016-09-19",Filia McAdams,"Acco Hole Reinforcements, Clear",2,Binders,Office Supplies,Casablanca,Morocco
MO-2016-FM421586-42632,"2016-09-19",Filia McAdams,"Sanford Pens, Fluorescent",2,Art,Office Supplies,Casablanca,Morocco
MO-2016-FM421586-42632,"2016-09-19",Filia McAdams,"Sauder Floating Shelf Set, Pine",1,Bookcases,Furniture,Casablanca,Morocco
MO-2016-FM421586-42632,"2016-09-19",Filia McAdams,"Safco Floating Shelf Set, Pine",4,Bookcases,Furniture,Casablanca,Morocco
MO-2016-FM421586-42632,"2016-09-19",Filia McAdams,"Apple Headset, with Caller ID",6,Phones,Technology,Casablanca,Morocco
MO-2016-FM421586-42632,"2016-09-19",Filia McAdams,"Canon Fax and Copier, Color",1,Copiers,Technology,Casablanca,Morocco
AU-2016-AC6158-42639,"2016-09-26",Ann Chong,"Ames Mailers, with clear poly window",2,Envelopes,Office Supplies,Vienna,Austria
AU-2016-AC6158-42639,"2016-09-26",Ann Chong,"Belkin Keyboard, Erganomic",1,Accessories,Technology,Vienna,Austria
AU-2016-AC6158-42639,"2016-09-26",Ann Chong,"Smead Shelving, Single Width",1,Storage,Office Supplies,Vienna,Austria
AU-2016-AC6158-42639,"2016-09-26",Ann Chong,"BIC Pens, Fluorescent",2,Art,Office Supplies,Vienna,Austria
AU-2016-AC6158-42639,"2016-09-26",Ann Chong,"Harbour Creations Color Coded Labels, 5000 Label Set",1,Labels,Office Supplies,Vienna,Austria
IR-2016-MV819060-42640,"2016-09-27",Mike Vittorini,"SanDisk Cards & Envelopes, Recycled",1,Paper,Office Supplies,Ardabil,Iran
IR-2016-MV819060-42640,"2016-09-27",Mike Vittorini,"Eldon Light Bulb, Duo Pack",2,Furnishings,Furniture,Ardabil,Iran
IR-2016-MV819060-42640,"2016-09-27",Mike Vittorini,"Accos Staples, Assorted Sizes",1,Fasteners,Office Supplies,Ardabil,Iran
ID-2016-AZ107507-42643,"2016-09-30",Annie Zypern,"Deflect-O Stacking Tray, Erganomic",6,Furnishings,Furniture,Perth,Australia
US-2016-NB185805-42648,"2016-10-05",Nicole Brennan,"Harbour Creations Executive Leather Armchair, Adjustable",6,Chairs,Furniture,Resistencia,Argentina
US-2016-NB185805-42648,"2016-10-05",Nicole Brennan,"HP Wireless Fax, Digital",2,Copiers,Technology,Resistencia,Argentina
US-2016-NB185805-42648,"2016-10-05",Nicole Brennan,"Dania Stackable Bookrack, Traditional",3,Bookcases,Furniture,Resistencia,Argentina
IN-2016-ML177557-42653,"2016-10-10",Max Ludwig,"Novimex Round Labels, Laser Printer Compatible",2,Labels,Office Supplies,Hobart,Australia
IN-2016-ML177557-42653,"2016-10-10",Max Ludwig,"Kleencut Trimmer, Steel",10,Supplies,Office Supplies,Hobart,Australia
IN-2016-ML177557-42653,"2016-10-10",Max Ludwig,"Eldon Photo Frame, Black",5,Furnishings,Furniture,Hobart,Australia
IN-2016-ML177557-42653,"2016-10-10",Max Ludwig,"Stockwell Push Pins, Metal",2,Fasteners,Office Supplies,Hobart,Australia
IN-2016-ML177557-42653,"2016-10-10",Max Ludwig,"Novimex Shipping Labels, 5000 Label Set",4,Labels,Office Supplies,Hobart,Australia
IN-2016-CR126257-42659,"2016-10-16",Corey Roper,"Logitech Flash Drive, Programmable",2,Accessories,Technology,Canberra,Australia
IN-2016-CR126257-42659,"2016-10-16",Corey Roper,"Panasonic Calculator, Wireless",5,Machines,Technology,Canberra,Australia
IN-2016-CR126257-42659,"2016-10-16",Corey Roper,"Deflect-O Door Stop, Black",6,Furnishings,Furniture,Canberra,Australia
IN-2016-CR126257-42659,"2016-10-16",Corey Roper,"Apple Smart Phone, with Caller ID",2,Phones,Technology,Canberra,Australia
IN-2016-CR126257-42659,"2016-10-16",Corey Roper,"OIC Push Pins, Metal",4,Fasteners,Office Supplies,Canberra,Australia
IN-2016-CR126257-42659,"2016-10-16",Corey Roper,"Office Star Swivel Stool, Adjustable",9,Chairs,Furniture,Canberra,Australia
IN-2016-CC121457-42664,"2016-10-21",Charles Crestani,"Tenex Trays, Blue",7,Storage,Office Supplies,Geelong,Australia
IN-2016-CC121457-42664,"2016-10-21",Charles Crestani,"SanDisk Memo Slips, Recycled",2,Paper,Office Supplies,Geelong,Australia
IN-2016-NM185207-42665,"2016-10-22",Neoma Murray,"Stanley Canvas, Water Color",4,Art,Office Supplies,Toowoomba,Australia
IN-2016-NM185207-42665,"2016-10-22",Neoma Murray,"Tenex Clock, Durable",3,Furnishings,Furniture,Toowoomba,Australia
